"STRUCTURE","STRUCTURE_ID","ACTION","FREQ","REF_AREA","INDICATOR","SEX","AGE","URBANISATION","UNIT_MEASURE","COMP_BREAKDOWN_1","COMP_BREAKDOWN_2","COMP_BREAKDOWN_3","UNIT_TYPE","DECIMALS","DATABASE_ID","TIME_FORMAT","UNIT_MULT","OBS_STATUS","OBS_CONF","FREQ_LABEL","REF_AREA_LABEL","INDICATOR_LABEL","SEX_LABEL","AGE_LABEL","URBANISATION_LABEL","UNIT_MEASURE_LABEL","COMP_BREAKDOWN_1_LABEL","COMP_BREAKDOWN_2_LABEL","COMP_BREAKDOWN_3_LABEL","UNIT_TYPE_LABEL","DECIMALS_LABEL","DATABASE_ID_LABEL","TIME_FORMAT_LABEL","UNIT_MULT_LABEL","OBS_STATUS_LABEL","OBS_CONF_LABEL","1996","1998","2000","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","NAM","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_LB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Namibia","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Lower bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","58.814157099999996","50.8425988","50.8708588","45.985675099999995","46.5426199","45.6695504","44.491744399999995","49.006449499999995","49.482668499999996","50.976014","52.9292027","48.4168679","47.4088121","51.463045799999996","50.964849199999996","50.3407759","50.135202","49.0111083","49.6613979","50.540456299999995","49.9475245","47.285661499999996","47.546287199999995","47.904105699999995","47.4532806","46.7497726"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","PRK","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SR","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Korea, Dem. People's Rep.","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Number of sources","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","2.0","2.0","2.0","3.0","3.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","5.0","6.0","5.0","5.0"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","NOR","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_LB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Norway","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Lower bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","80.1653146","78.4352227","80.4231618","80.1941793","79.4751861","80.13996929999999","80.1562537","81.08464149999999","80.6098224","76.7715281","78.13457729999999","78.00136049999999","78.6412359","81.3147654","80.9972581","81.3839958","80.86014279999999","81.50905","83.51691149999999","81.0614603","81.2023614","81.3038787","82.2645318","79.3016871","78.0889772","79.7249795"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","KAZ","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SR","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Kazakhstan","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Number of sources","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","2.0","3.0","5.0","6.0","6.0","7.0","7.0","8.0","8.0","9.0","9.0","9.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","7.0","7.0","7.0","7.0","8.0","8.0","9.0"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","WSM","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SE","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Samoa","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Standard error of the governance estimate","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.3733022","0.3733022","0.3733022","0.3733022","0.3395393","0.3395393","0.3395393","0.3395393","0.3395393","0.3395393","0.3395393","0.3733022","0.3733022","0.3733022","0.3733022","0.3733022","0.3733022","0.33743249999999997","0.3335491","0.3335491"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BGR","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_LB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Bulgaria","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Lower bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","30.006667","35.7621105","36.4641271","42.4284228","42.3222856","43.1089188","42.2084876","40.7466667","40.9183224","39.1244249","42.841021","38.5359827","38.8326576","40.3561316","41.3079397","41.2875721","42.1541882","42.947904799999996","43.3264351","43.7946763","44.969260399999996","43.1477212","43.9824841","43.100308899999995","46.6298672","45.3983452"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","MLT","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_LB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Malta","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Lower bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","59.3612184","55.5143863","55.554475999999994","55.5576648","55.181069099999995","54.971913699999995","57.641033199999995","60.949680199999996","62.611597499999995","65.00403829999999","62.2030864","62.1686122","62.178726899999994","63.8037181","66.06177939999999","63.660837599999994","62.5807107","64.5525385","62.6336684","62.6782827","62.285042999999995","64.3618354","63.2902074","61.5223668","58.5695124","55.9194325"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ZWE","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Zimbabwe","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance score (0-100)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","51.1207747","45.5985136","36.218605499999995","34.7823458","32.9126496","32.5333532","26.3135417","23.5912234","25.282240599999998","20.4785041","21.1276252","22.8453877","24.632718999999998","24.943051399999998","26.111936399999998","27.989120399999997","33.0382075","33.577567099999996","32.704693899999995","30.9765172","29.8556453","29.4604553","29.9618602","29.9566706","32.120461399999996","32.136983"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","KNA","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SE","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","St. Kitts and Nevis","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Standard error of the governance estimate","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","","","","","","0.3900953","0.3900953","0.3900953","0.3900953","0.3900953","0.3900953","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.38690969999999997","0.38690969999999997","0.38690969999999997"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","GUF","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SR","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","French Guiana","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Number of sources","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","MMR","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SR","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Myanmar","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Number of sources","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","3.0","3.0","3.0","4.0","4.0","5.0","5.0","6.0","6.0","6.0","6.0","6.0","6.0","6.0","8.0","9.0","10.0","10.0","10.0","10.0","10.0","9.0","9.0","10.0","9.0","8.0"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","GTM","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_UB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Guatemala","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Upper bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","41.6324021","45.8473931","39.6486221","41.4293074","41.0376154","41.7721327","41.589646599999995","45.3473046","45.896053699999996","46.3542035","47.6652476","47.163595799999996","45.725372199999995","45.513387699999996","46.427309099999995","47.848153599999996","46.2821984","45.834381199999996","45.3978591","44.096309399999996","43.8476846","43.8764034","44.4989737","41.4523796","42.1722342","41.268301099999995"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","QAT","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Qatar","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance score (0-100)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","55.908464099999996","55.8267603","55.8550203","56.722729099999995","56.6283731","56.039674299999994","55.4015099","58.981154","63.830438099999995","65.2511368","71.2981921","70.0924275","70.94085179999999","70.2942915","73.5009934","70.454238","71.44694659999999","71.3532322","70.2034412","67.0161522","69.663893","70.089857","73.26882599999999","74.4612461","73.63159499999999","73.395251"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","POL","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_UB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Poland","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Upper bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","72.9217074","67.0554038","67.2023267","64.6236589","67.9308592","64.3276198","67.7553497","64.67231749999999","63.142481499999995","66.6596091","67.7803955","69.0372258","69.6430704","70.0644593","71.11603079999999","76.06439189999999","75.3444032","72.9764443","70.5143569","71.86827319999999","71.3047058","71.56592839999999","69.85873959999999","68.1688559","70.47641","71.2088662"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","MAR","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_EST","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Morocco","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance estimate (approx. -2.5 to +2.5)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","-0.002761","-0.006963","-0.0055096","-0.2675859","-0.2984293","-0.3771806","-0.5017545999999999","-0.3257233","-0.2764328","-0.3040519","-0.2775582","-0.11689139999999999","-0.1652959","-0.2011827","-0.2189575","-0.2696224","-0.2363813","-0.1396764","-0.2631327","-0.3161959","-0.1333028","-0.057722199999999994","-0.1241745","-0.1200179","-0.018832099999999997","0.17635589999999998"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","MWI","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SE","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Malawi","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Standard error of the governance estimate","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","0.30123469999999997","0.30123469999999997","0.30123469999999997","0.2753441","0.2531335","0.2148513","0.2062493","0.2043654","0.2043654","0.2043654","0.2043654","0.2043654","0.2043654","0.2043654","0.18974639999999998","0.18974639999999998","0.18974639999999998","0.18974639999999998","0.18974639999999998","0.18974639999999998","0.18974639999999998","0.18974639999999998","0.18974639999999998","0.1844853","0.1844853","0.1844853"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ASM","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SE","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","American Samoa","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Standard error of the governance estimate","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","","","","","","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","CAN","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Canada","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance score (0-100)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","85.89464869999999","86.483402","88.68209089999999","89.76836809999999","88.4414829","87.71085629999999","87.5326635","86.2985807","86.7389781","87.255246","86.1303355","86.3553689","87.43175289999999","88.9811361","87.3705121","88.5534493","87.8298556","87.6329908","89.2743247","87.0103408","87.30267189999999","84.157378","84.06124489999999","86.48058069999999","85.2754831","85.5449383"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","SUR","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_EST","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Suriname","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance estimate (approx. -2.5 to +2.5)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","-0.6328733999999999","-0.25507399999999997","0.0841831","0.0843471","0.0759535","-0.0139317","-0.0194842","-0.26807529999999996","-0.2772383","-0.15311529999999998","-0.0691151","-0.0683329","-0.1072418","-0.0014192999999999999","-0.0111246","-0.0642884","-0.0652263","-0.0344665","-0.12717989999999998","-0.126515","-0.1395824","-0.1418392","-0.29896049999999996","-0.3711426","-0.3705232","-0.45429169999999996"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","BMU","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SE","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Bermuda","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Standard error of the governance estimate","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.44396919999999995","0.38690969999999997","0.38690969999999997","0.38690969999999997"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","SDN","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_LB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Sudan","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Lower bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","20.1250954","20.0433897","20.0716497","16.4069574","12.3915729","19.0020341","16.2153424","21.6230141","21.5672565","18.9634455","20.5961949","18.9436729","18.8870383","18.9907488","19.596822799999998","19.63616","19.9455688","20.350881299999998","20.971604499999998","16.108942799999998","17.470580299999998","17.273573499999998","17.0154697","15.3854853","10.785302399999999","10.3706839"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","UKR","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SE","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Ukraine","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Standard error of the governance estimate","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","0.30511689999999997","0.2728086","0.2718006","0.2538696","0.2538696","0.2538696","0.2538696","0.2503807","0.2346053","0.2346053","0.2346053","0.2346053","0.2346053","0.2346053","0.2346053","0.2346053","0.2346053","0.2346053","0.2346053","0.23525249999999998","0.23525249999999998","0.23525249999999998","0.23525249999999998","0.2254425","0.2254425","0.2254425"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","HND","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SE","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Honduras","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Standard error of the governance estimate","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","0.27177789999999996","0.27177789999999996","0.27177789999999996","0.253851","0.253851","0.24241949999999998","0.23025959999999998","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.22764689999999999","0.2187229","0.2187229","0.2187229"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","NGA","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Nigeria","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance score (0-100)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","30.369157899999998","25.6047975","26.6990311","21.660601399999997","24.6492911","30.1132377","30.150795799999997","31.012449699999998","32.753838699999996","31.5697756","29.556541799999998","29.221027399999997","29.5352331","32.4814474","32.2468183","30.8288399","33.5709036","33.4681925","34.6017808","34.8939836","32.5216168","32.204111499999996","30.9230481","30.7911243","34.4678426","31.7683438"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","PRY","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_EST","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Paraguay","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance estimate (approx. -2.5 to +2.5)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","-0.8214262999999999","-1.0936215999999999","-1.2376909","-1.3698158999999999","-1.3719230999999998","-1.1021490999999999","-0.9710489","-0.8984078","-0.8949391","-0.8423313","-0.7789347","-0.7673432","-0.7523261","-0.7641431999999999","-0.7612361","-0.7384539999999999","-0.7854223","-0.6786705","-0.6426736","-0.4995478","-0.4663941","-0.6074736","-0.5769998","-0.49578419999999995","-0.337846","-0.3545101"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","LCA","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_EST","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","St. Lucia","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance estimate (approx. -2.5 to +2.5)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","","","","","","0.1558686","0.8143568999999999","0.7522179","0.8152667","0.8173615999999999","0.8850395","1.0666286","1.0656351","0.8304307","0.8306604","0.2608582","0.1384193","0.1993777","0.1995711","0.2006326","0.30096649999999997","0.1183828","-0.1319064","0.18262319999999999","0.3883874","0.2682296"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","UZB","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_LB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Uzbekistan","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Lower bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","13.8562014","13.6390662","13.381234599999999","10.188188199999999","10.0663403","15.0579585","15.309847999999999","15.5728984","19.680148199999998","22.8126382","24.1989968","20.135391","21.1112417","20.6726682","21.3912609","29.808615999999997","30.9474095","31.342249499999998","32.8655951","32.420968699999996","33.1816538","30.151313","37.7124799","36.506950599999996","38.1495678","41.2034534"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","ETH","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_UB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Ethiopia","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Upper bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","34.715085","34.633381299999996","34.6616412","35.1810804","31.4149215","38.5440851","40.0878897","43.127268099999995","45.4662262","47.566715099999996","47.756494499999995","48.6032291","47.832297","49.6925064","47.2860717","48.6344931","47.1095064","48.135217399999995","47.143041499999995","47.0506144","47.1764736","46.6640867","44.743550299999995","43.6110645","43.838588699999995","44.920634799999995"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","SLV","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SR","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","El Salvador","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Number of sources","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","5.0","5.0","5.0","6.0","6.0","7.0","7.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","8.0","9.0","10.0","10.0"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","LBY","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Libya","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance score (0-100)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","30.369157899999998","25.027551199999998","25.0558111","22.9618243","22.864299","27.4925085","25.159815299999998","25.5038694","23.7545123","26.0345259","26.1990223","26.4111877","26.402756699999998","24.1596226","24.6470959","20.8851563","19.255654099999997","18.9329553","21.616128999999997","21.172047","21.129355699999998","19.5931557","22.972691599999997","20.9355533","23.190417999999998","23.7399254"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","DOM","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_EST","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Dominican Republic","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Governance estimate (approx. -2.5 to +2.5)","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","-0.3029637","-0.8778836999999999","-0.8764303","-0.8441521999999999","-0.8381869","-0.797519","-0.8364096","-0.6870847","-0.7085351","-0.6984304","-0.6709237","-0.7108721","-0.6735468","-0.5008992999999999","-0.4176139","-0.1120342","-0.30305529999999997","-0.24326389999999998","-0.31422659999999997","-0.3568186","-0.29948569999999997","-0.3603632","-0.1501487","-0.12107129999999999","0.045792","0.0746487"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","VCT","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SR","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","St. Vincent and the Grenadines","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Number of sources","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","","","","","","2.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0"
"datastructure","WB.DATA360:DS_DATA360(1.3)","I","A","SEN","GOV_WGI_GE","_Z","_Z","_Z","U","WGI_SC_UB","_Z","_Z","NUMBER","2","WB_WGI","602","0","A","PU","Annual","Senegal","Worldwide Governance Indicators: Government Effectiveness","Not applicable","Not applicable","Not applicable","Unitless","Metric: Upper bound of the 90% confidence interval for the governance score","Not Applicable","Not Applicable","Number (real number)","Two","Worldwide Governance Indicators (WGI)","CCYY","Units","Normal value","Public","55.055476299999995","49.713869599999995","49.7421295","49.6158289","44.7615049","46.0437836","47.420204399999996","47.6698442","49.2354631","52.6417559","51.225297999999995","52.3052072","52.9861484","53.191535599999995","53.880829999999996","54.975981399999995","54.227355499999994","53.798749","56.8130193","55.7184941","59.8105231","59.0484808","59.9369112","59.563704599999994","60.171513","61.760822499999996"
